AWB,Origin,Destination,FinalLocation,Timestamp
AWBR920CD/2,HUB_CRAIOVA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:48:57 EET 2026
AWBR920CD/3,HUB_CRAIOVA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:48:57 EET 2026
AWBJIGUFF/1,HUB_CONSTANTA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:48:57 EET 2026
AWBJIGUFF/2,HUB_CONSTANTA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:48:57 EET 2026
AWB9ZKFGI/1,HUB_CONSTANTA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:48:57 EET 2026
AWBQ1LM6C/1,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB0N1CJN/1,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB0N1CJN/2,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB0N1CJN/3,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBI220A/1,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBSXVCED/1,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB9OA0A3/1,HUB_TIMISOARA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB7F5ACQ/1,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBM0PM3H/1,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBM0PM3H/2,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBM0PM3H/3,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBMY9L8K/1,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBA2AHFQ/1,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBU3K3Z/1,HUB_PITESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB949MM9/1,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB949MM9/2,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB949MM9/3,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB7X00L/1,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB7X00L/2,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB7X00L/3,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBYTSJGD/1,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBYTSJGD/2,HUB_BUCURESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBJC1Q9U/1,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBJC1Q9U/2,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBYY5OZH/1,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBYY5OZH/2,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBT95Z28/1,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBT95Z28/2,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBT95Z28/3,HUB_OTOPENI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBTSBRIC/1,HUB_PLOIESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBTSBRIC/2,HUB_PLOIESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBTSBRIC/3,HUB_PLOIESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB4VM1/1,HUB_PLOIESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB4VM1/2,HUB_PLOIESTI,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB8IS6T/1,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB8IS6T/2,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB8IS6T/3,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBHJD75D/1,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB7VBWZ4/1,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB7VBWZ4/2,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBUPVCTB/1,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBM1ADG2/1,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBM1ADG2/2,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBM1ADG2/3,HUB_CONSTANTA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBWWV198/1,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBWWV198/2,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBWWV198/3,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBZZ5TV5/1,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBZZ5TV5/2,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBZZ5TV5/3,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB20EIEQ/1,HUB_SIBIU,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB887Z7F/1,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBP7N63/1,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBVGXSY/1,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBVGXSY/2,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBVGXSY/3,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBA6NJJO/1,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBA6NJJO/2,HUB_BRASOV,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWB4OAIZ4/1,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBL2DWVG/1,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBL2DWVG/2,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBNCS3E/1,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBNCS3E/2,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBNCS3E/3,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBBMFMAJ/1,HUB_CLUJ,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBWLHDT/1,HUB_ORADEA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBWLHDT/2,HUB_ORADEA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBWLHDT/3,HUB_ORADEA,HUB_CRAIOVA,HUB_CRAIOVA,Fri Jan 30 00:48:57 EET 2026
AWBFIGQTR/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBQY5A5F/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBQY5A5F/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBQY5A5F/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBPZEGX/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBPZEGX/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBW9GYUJ/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBW9GYUJ/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB69CC7S/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB69CC7S/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB69CC7S/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB6YAD4N/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB6YAD4N/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBEP7CD/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBEP7CD/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBCIY54L/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBTYDR2D/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBB7FCM/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBRBGAQO/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBRBGAQO/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBRBGAQO/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBRZO0CK/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBRZO0CK/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBRZO0CK/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBB1JE9/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBB1JE9/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB7TNVBP/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB7TNVBP/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBW1TORI/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBW1TORI/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBW1TORI/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBCRSGVG/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBCRSGVG/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBCRSGVG/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB3EBPIP/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBTCC80H/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBTCC80H/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBTCC80H/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBE8136Q/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBE8136Q/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBUBK66S/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBUBK66S/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBG452YQ/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB8CAOLM/1,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB8CAOLM/2,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWB8CAOLM/3,HUB_BUCURESTI,HUB_GALATI,HUB_GALATI,Fri Jan 30 00:48:57 EET 2026
AWBX55LGH/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWBX55LGH/2,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWBQQTOZR/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWBQQTOZR/2,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWB5SH3WH/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWBYFYQ8/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWBYFYQ8/2,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:48:57 EET 2026
AWB0GVM1O/1,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWB8V1Z1I/1,HUB_ORADEA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWB8V1Z1I/2,HUB_ORADEA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBF7Q5BBL/1,HUB_ARAD,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBF7Q5BBL/2,HUB_ARAD,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBF7Q5BBL/3,HUB_ARAD,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBL0R5EV/1,HUB_ARAD,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBNYVY9/1,HUB_ARAD,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWB0GVM1O/2,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBWU0XSF/1,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBWU0XSF/2,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBWU0XSF/3,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBX6ZB75/1,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBX6ZB75/2,HUB_CRAIOVA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBLU6TBG/1,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBLU6TBG/2,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBLU6TBG/3,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBND578L/1,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBND578L/2,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBND578L/3,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWB9JX2I/1,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWB9JX2I/2,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWB9JX2I/3,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBVH9B4I/1,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBVH9B4I/2,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBVH9B4I/3,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBBE0W7K/1,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBBE0W7K/2,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBBE0W7K/3,HUB_TIMISOARA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:48:57 EET 2026
AWBQCCXGM/1,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBQCCXGM/2,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBQCCXGM/3,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBMUB0CI/1,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBMUB0CI/2,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBRBXQ5/1,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBRBXQ5/2,HUB_PLOIESTI,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBBFDUU9/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWB82SGAC/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWB559TR9/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWB559TR9/2,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWB559TR9/3,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWBHELJI/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWBHELJI/2,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWBQ4WBUN/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWBQ4WBUN/2,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWBA6IKHH/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWBA6IKHH/2,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 00:50:53 EET 2026
AWB5HTH48/1,HUB_SIBIU,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 00:50:53 EET 2026
AWB5HTH48/2,HUB_SIBIU,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 00:50:53 EET 2026
AWBTESRVQ/1,HUB_SIBIU,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 00:50:53 EET 2026
AWBTESRVQ/2,HUB_SIBIU,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 00:50:53 EET 2026
AWBX2SX4/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBX2SX4/2,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBX2SX4/3,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBHVG2FU/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBHVG2FU/2,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBSW6PYQ/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBSW6PYQ/2,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWB3BPMIO/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBOWQ8S/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBOWQ8S/2,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBOWQ8S/3,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWB0BGV6/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBG99OK/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWB38BKP/1,HUB_ORADEA,HUB_ARAD,HUB_ARAD,Fri Jan 30 00:50:53 EET 2026
AWBUKC3E/1,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWBLG1EK9/1,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWB2F91O3/1,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWB2F91O3/2,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWBGMUPIB/1,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWBGMUPIB/2,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWBGMUPIB/3,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWB3NW7ZI/1,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWB3NW7ZI/2,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWB3NW7ZI/3,HUB_ARAD,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 00:50:53 EET 2026
AWB4Y3M6/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWB4Y3M6/2,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBME8IE/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBME8IE/2,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBME8IE/3,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBUCP6B/1,HUB_CONSTANTA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 00:50:53 EET 2026
AWBB2Z5ZB/1,HUB_BACAU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:50:53 EET 2026
AWBB2Z5ZB/2,HUB_BACAU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:50:53 EET 2026
AWBB2Z5ZB/3,HUB_BACAU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:50:53 EET 2026
AWBDEGC4L/1,HUB_BACAU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:50:53 EET 2026
AWB0XUA7/1,HUB_BACAU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:50:53 EET 2026
AWB0XUA7/2,HUB_BACAU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 00:50:53 EET 2026
AWB1QOOGOF/1,HUB_BUCURESTI,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 00:50:53 EET 2026
AWB1QOOGOF/2,HUB_BUCURESTI,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 00:50:53 EET 2026
