timestamp,id_cursa,id_camion,locatie_start,locatie_stop,distanta_km,ora_start,viteza_medie_curenta,conditii_meteo,intensitate_trafic,volum_marfa_m3,ett_real_min
12/1/2025 9:38,67,7,HUB_IASI,DEP_BV,226.2,10:32:00,77.1,Senin,10,37.2,264.6
12/3/2025 13:25,99,19,DEP_BV,DEP_AG,317.1,12:25:00,76.4,Senin,10,41.8,320.9
12/2/2025 0:56,29,9,DEP_TM,DEP_GL,321.6,21:38:00,74.2,Senin,7,24.4,344
11/30/2025 8:26,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,81.2,Senin,10,21.5,394.9
12/3/2025 12:49,96,16,HUB_IASI,HUB_CLJ,297.2,13:41:00,79.7,Senin,10,13,329.5
12/3/2025 14:54,97,17,HUB_CLJ,DEP_AG,392.2,13:18:00,68.1,Senin,80,34.5,337
12/3/2025 14:05,99,19,DEP_BV,DEP_AG,317.1,12:25:00,50,Senin,88,41.8,320.9
12/4/2025 19:55,130,10,HUB_CLJ,HUB_IASI,211.9,21:53:00,81.6,Senin,10,11.6,186
11/30/2025 1:45,12,12,HUB_CLJ,DEP_CT,318.5,21:09:00,73.3,Senin,15,38,378.7
12/6/2025 1:21,120,20,DEP_CT,DEP_BV,266.8,23:35:00,70.3,Senin,12,41.8,265.6
11/29/2025 23:11,62,2,DEP_TM,HUB_BUC,124.3,0:01:00,78.1,Senin,15,50.9,148.1
12/1/2025 14:45,65,5,DEP_CT,DEP_BV,305.4,15:19:00,46,Senin,90,21.4,310.8
12/3/2025 14:29,58,18,DEP_CT,HUB_IASI,419.1,12:21:00,59.6,Senin,95,28.1,392
12/1/2025 19:37,18,18,DEP_BV,DEP_TM,319.3,17:33:00,80,Senin,10,50.5,305.1
12/4/2025 19:55,117,17,DEP_GL,HUB_BUC,128.1,21:41:00,81.3,Senin,10,15.2,160.3
11/29/2025 12:59,7,7,DEP_GL,HUB_IASI,139.3,13:59:00,79.7,Senin,10,48.3,144.6
12/3/2025 2:21,113,13,HUB_CLJ,DEP_BV,311.7,0:51:00,74.8,Senin,7,29.9,391.9
11/28/2025 9:00,21,1,HUB_CLJ,HUB_IASI,102,9:44:00,80.6,Senin,10,52.2,120.3
12/2/2025 4:52,105,5,DEP_TM,DEP_CT,419.4,1:02:00,83,Senin,10,30.5,467.4
12/2/2025 15:34,31,11,DEP_CT,DEP_BV,240.6,13:44:00,46.7,Senin,75,28.9,297.7
11/30/2025 19:30,28,8,DEP_AG,DEP_CT,415.8,20:40:00,83.7,Senin,10,49.3,383.2
11/29/2025 13:58,9,9,DEP_CT,DEP_AG,398,11:04:00,79.3,Senin,10,37.2,415.6
11/30/2025 16:32,27,7,HUB_BUC,HUB_CLJ,296.3,15:52:00,64,Senin,83,24.5,289.7
12/2/2025 6:03,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,64.4,Senin,72,25.6,475.2
12/2/2025 2:31,88,8,DEP_CT,HUB_IASI,437.9,3:05:00,74.8,Senin,15,37.4,552
11/30/2025 0:29,62,2,DEP_TM,HUB_BUC,124.3,0:01:00,75.4,Senin,7,50.9,148.1
12/2/2025 20:20,76,16,DEP_AG,HUB_CLJ,267.4,19:54:00,76.7,Senin,10,15.9,255.1
12/1/2025 11:10,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,82.9,Senin,10,27.1,426.1
12/2/2025 10:49,74,14,HUB_IASI,HUB_BUC,135.5,10:33:00,81.1,Senin,10,16.5,120.7
12/2/2025 10:21,34,14,HUB_CLJ,HUB_BUC,374.4,11:07:00,81.2,Senin,10,12.4,404.5
11/29/2025 1:58,11,11,DEP_GL,DEP_TM,250,0:14:00,76.2,Senin,12,47.6,294.6
12/4/2025 19:57,60,20,DEP_GL,DEP_BV,434.4,18:05:00,77.7,Senin,10,29.7,397.3
12/4/2025 6:15,116,16,HUB_BUC,DEP_BV,419.6,7:25:00,54.8,Senin,63,52.9,414.2
11/30/2025 12:21,26,6,DEP_BV,DEP_TM,432.4,14:15:00,81.1,Senin,10,23,535.3
12/1/2025 19:53,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,79.8,Senin,10,45,411.8
12/3/2025 2:38,57,17,HUB_BUC,DEP_CT,291.3,1:40:00,77.6,Senin,10,38.4,289.9
12/3/2025 1:58,57,17,HUB_BUC,DEP_CT,291.3,1:40:00,76.4,Senin,7,38.4,289.9
12/3/2025 0:22,114,14,DEP_GL,DEP_AG,316.1,1:14:00,81.8,Senin,5,20.9,315.2
12/3/2025 15:41,125,5,HUB_BUC,DEP_BV,315.4,14:55:00,67.4,Senin,92,17.2,364.2
12/2/2025 16:04,31,11,DEP_CT,DEP_BV,240.6,13:44:00,58,Senin,81,28.9,297.7
12/2/2025 10:52,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,81.6,Senin,10,35.6,156.6
12/3/2025 15:40,97,17,HUB_CLJ,DEP_AG,392.2,13:18:00,52.7,Senin,78,34.5,337
11/30/2025 20:10,28,8,DEP_AG,DEP_CT,415.8,20:40:00,78.8,Senin,10,49.3,383.2
12/3/2025 9:45,56,16,HUB_IASI,DEP_BV,390.9,3:23:00,76.2,Senin,10,16.4,494
12/3/2025 2:11,79,19,DEP_AG,DEP_CT,413.3,3:53:00,77.3,Senin,19,15.8,391.2
12/2/2025 14:53,34,14,HUB_CLJ,HUB_BUC,374.4,11:07:00,48.1,Senin,95,12.4,404.5
12/1/2025 10:01,17,17,HUB_CLJ,DEP_CT,130.7,11:03:00,77.6,Senin,10,23.8,150
11/30/2025 6:34,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,42,Senin,78,21.5,394.9
12/2/2025 1:06,106,6,DEP_CT,DEP_TM,124.4,1:42:00,74.4,Senin,9,32.2,148.1
12/2/2025 9:31,88,8,DEP_CT,HUB_IASI,437.9,3:05:00,81.2,Senin,10,37.4,552
11/29/2025 2:47,42,2,DEP_BV,HUB_CLJ,174.2,2:53:00,73.8,Senin,18,40.1,221.6
12/1/2025 9:47,20,20,DEP_GL,DEP_TM,231,9:13:00,81.9,Senin,10,20.5,279.9
12/1/2025 7:36,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,61.8,Senin,61,27.1,426.1
12/2/2025 10:08,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,77.5,Senin,10,35.6,156.6
11/29/2025 21:25,12,12,HUB_CLJ,DEP_CT,318.5,21:09:00,76.6,Senin,10,38,378.7
11/30/2025 5:38,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,44.3,Senin,77,21.5,394.9
12/2/2025 7:28,103,3,HUB_IASI,DEP_AG,321.5,5:50:00,43.5,Vant,87,40,294.9
12/4/2025 19:55,60,20,DEP_GL,DEP_BV,434.4,18:05:00,76.9,Senin,10,29.7,397.3
12/3/2025 22:59,115,15,DEP_GL,DEP_TM,227,22:53:00,74.9,Senin,18,46.8,198.6
12/2/2025 19:06,76,16,DEP_AG,HUB_CLJ,267.4,19:54:00,80.2,Senin,10,15.9,255.1
12/2/2025 22:26,52,12,DEP_BV,DEP_AG,384.9,17:44:00,74.9,Senin,6,31.9,466.9
12/2/2025 2:07,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,78.8,Senin,19,45,411.8
11/30/2025 18:09,47,7,HUB_CLJ,DEP_GL,378,19:11:00,79.2,Senin,10,18.3,448.2
12/3/2025 8:42,54,14,DEP_AG,HUB_BUC,270.7,6:52:00,79.4,Senin,10,21.8,238.7
12/2/2025 16:38,50,10,DEP_GL,DEP_AG,360,16:34:00,67.2,Senin,75,27,342.2
12/1/2025 16:27,65,5,DEP_CT,DEP_BV,305.4,15:19:00,53.4,Senin,86,21.4,310.8
12/3/2025 11:32,55,15,HUB_IASI,DEP_GL,440.6,13:26:00,81,Senin,10,17.6,417.9
11/29/2025 2:59,6,6,HUB_IASI,HUB_CLJ,284.9,0:45:00,72.1,Senin,6,22.4,270.6
12/3/2025 11:51,58,18,DEP_CT,HUB_IASI,419.1,12:21:00,82.2,Senin,10,28.1,392
12/1/2025 8:20,15,15,DEP_BV,HUB_IASI,295.3,4:26:00,79.2,Senin,10,14.5,379.1
12/3/2025 18:09,125,5,HUB_BUC,DEP_BV,315.4,14:55:00,79.7,Senin,10,17.2,364.2
12/1/2025 5:37,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,44.1,Senin,79,14.1,448.8
12/3/2025 16:11,125,5,HUB_BUC,DEP_BV,315.4,14:55:00,55.3,Senin,87,17.2,364.2
12/3/2025 12:31,58,18,DEP_CT,HUB_IASI,419.1,12:21:00,81.4,Ceata,10,28.1,392
12/3/2025 5:33,79,19,DEP_AG,DEP_CT,413.3,3:53:00,44.3,Senin,84,15.8,391.2
12/1/2025 0:53,82,2,HUB_BUC,DEP_TM,345.1,1:31:00,50.1,Ploaie,14,16.9,406.5
12/3/2025 12:47,99,19,DEP_BV,DEP_AG,317.1,12:25:00,77.5,Senin,10,41.8,320.9
12/5/2025 12:17,133,13,DEP_AG,HUB_CLJ,352.9,10:43:00,80.8,Senin,10,37.2,327.4
12/1/2025 15:21,65,5,DEP_CT,DEP_BV,305.4,15:19:00,57.3,Senin,74,21.4,310.8
12/3/2025 7:01,56,16,HUB_IASI,DEP_BV,390.9,3:23:00,42.7,Senin,67,16.4,494
12/2/2025 5:09,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,51.5,Senin,66,25.6,475.2
12/2/2025 5:34,103,3,HUB_IASI,DEP_AG,321.5,5:50:00,51.9,Senin,72,40,294.9
11/29/2025 1:31,6,6,HUB_IASI,HUB_CLJ,284.9,0:45:00,73.7,Senin,8,22.4,270.6
12/2/2025 7:14,103,3,HUB_IASI,DEP_AG,321.5,5:50:00,40.8,Senin,66,40,294.9
12/1/2025 3:22,83,3,DEP_GL,DEP_BV,227.9,0:30:00,83.1,Senin,10,28.7,276.7
12/8/2025 7:50,140,20,HUB_IASI,DEP_BV,385.4,7:24:00,45.5,Senin,78,19.1,391
12/1/2025 19:29,18,18,DEP_BV,DEP_TM,319.3,17:33:00,78.5,Vant,10,50.5,305.1
12/2/2025 1:09,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,75.4,Senin,9,45,411.8
12/1/2025 23:21,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,81.4,Senin,8,45,411.8
11/30/2025 17:27,26,6,DEP_BV,DEP_TM,432.4,14:15:00,78.8,Senin,10,23,535.3
12/4/2025 20:25,130,10,HUB_CLJ,HUB_IASI,211.9,21:53:00,81.5,Ceata,10,11.6,186
12/2/2025 6:17,88,8,DEP_CT,HUB_IASI,437.9,3:05:00,51.7,Senin,77,37.4,552
11/30/2025 23:40,83,3,DEP_GL,DEP_BV,227.9,0:30:00,75.7,Senin,13,28.7,276.7
12/1/2025 3:26,70,10,DEP_TM,DEP_AG,285.7,3:06:00,81.6,Senin,10,37.7,290
12/3/2025 13:03,128,8,DEP_AG,HUB_BUC,207.4,12:19:00,80.6,Senin,10,10.4,211.5
11/28/2025 22:02,22,2,DEP_TM,HUB_IASI,137,22:32:00,77.9,Senin,12,26.4,141.7
12/3/2025 13:03,96,16,HUB_IASI,HUB_CLJ,297.2,13:41:00,79.2,Senin,10,13,329.5
12/3/2025 3:45,79,19,DEP_AG,DEP_CT,413.3,3:53:00,79.3,Ceata,10,15.8,391.2
12/3/2025 4:34,112,12,DEP_GL,DEP_BV,385,4:00:00,77.4,Ceata,10,32.9,363.6
11/29/2025 14:27,23,3,DEP_TM,HUB_BUC,384.3,12:27:00,59.7,Senin,91,25.4,443.6
12/1/2025 6:01,16,16,DEP_AG,DEP_TM,282.5,4:55:00,54.1,Senin,84,39.6,293.8
11/30/2025 22:42,14,14,DEP_TM,HUB_IASI,288.5,20:20:00,75.5,Senin,7,52,332
12/2/2025 11:28,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,81.5,Senin,10,35.6,156.6
12/3/2025 17:47,78,18,DEP_BV,DEP_AG,135.2,18:33:00,76.5,Senin,10,35.8,167.9
12/2/2025 21:10,52,12,DEP_BV,DEP_AG,384.9,17:44:00,77.8,Senin,10,31.9,466.9
12/8/2025 7:24,140,20,HUB_IASI,DEP_BV,385.4,7:24:00,51.7,Senin,79,19.1,391
11/27/2025 21:24,1,1,HUB_BUC,DEP_AG,255.8,20:08:00,76.7,Senin,10,11.9,273.2
11/29/2025 1:36,11,11,DEP_GL,DEP_TM,250,0:14:00,71.9,Senin,14,47.6,294.6
11/29/2025 10:44,9,9,DEP_CT,DEP_AG,398,11:04:00,80.3,Senin,10,37.2,415.6
11/30/2025 11:56,25,5,DEP_GL,HUB_BUC,442.3,6:26:00,82.8,Senin,10,42,439
12/2/2025 10:42,38,18,DEP_TM,DEP_AG,317.1,12:36:00,78.1,Senin,10,13,322.8
11/30/2025 20:11,26,6,DEP_BV,DEP_TM,432.4,14:15:00,83.8,Senin,10,23,535.3
11/30/2025 5:17,46,6,HUB_BUC,DEP_TM,330.8,4:31:00,31.5,Ploaie,68,15.5,370.8
12/1/2025 13:50,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,79.9,Senin,10,27.1,426.1
12/3/2025 20:52,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,76.1,Senin,10,49.5,428.2
12/3/2025 18:52,111,11,DEP_AG,HUB_CLJ,229.3,18:54:00,83.8,Senin,10,28.2,227
12/2/2025 22:16,52,12,DEP_BV,DEP_AG,384.9,17:44:00,75.4,Senin,10,31.9,466.9
12/2/2025 17:01,92,12,DEP_BV,DEP_AG,416.4,15:59:00,80.9,Senin,10,25.4,410.3
11/29/2025 13:30,10,10,DEP_GL,DEP_CT,155.4,14:34:00,78.8,Senin,10,30.3,170.6
12/2/2025 2:07,37,17,HUB_CLJ,DEP_TM,147.2,2:47:00,72.3,Senin,8,23.9,182.7
12/8/2025 7:44,140,20,HUB_IASI,DEP_BV,385.4,7:24:00,58.1,Vant,67,19.1,391
12/5/2025 7:22,134,14,DEP_AG,DEP_GL,403.3,5:40:00,41.3,Senin,69,11.9,424.5
11/30/2025 15:18,27,7,HUB_BUC,HUB_CLJ,296.3,15:52:00,52.7,Senin,90,24.5,289.7
12/4/2025 10:41,116,16,HUB_BUC,DEP_BV,419.6,7:25:00,77.9,Senin,10,52.9,414.2
12/3/2025 15:25,58,18,DEP_CT,HUB_IASI,419.1,12:21:00,69.2,Senin,75,28.1,392
12/3/2025 7:15,80,20,DEP_BV,DEP_TM,426.5,5:57:00,40.8,Senin,89,40.6,437.8
11/29/2025 13:53,5,5,DEP_BV,HUB_BUC,375.6,14:21:00,78.6,Senin,10,41.1,453.7
11/29/2025 11:41,23,3,DEP_TM,HUB_BUC,384.3,12:27:00,57.3,Ninsoare,10,25.4,443.6
12/1/2025 7:23,20,20,DEP_GL,DEP_TM,231,9:13:00,54,Senin,68,20.5,279.9
12/2/2025 14:11,34,14,HUB_CLJ,HUB_BUC,374.4,11:07:00,64,Vant,92,12.4,404.5
12/6/2025 14:03,137,17,DEP_GL,HUB_IASI,152.7,15:19:00,54,Senin,92,38.2,190.1
12/1/2025 11:28,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,78.9,Senin,10,27.1,426.1
12/2/2025 2:59,51,11,HUB_IASI,DEP_CT,252.5,2:21:00,71.9,Senin,8,29,277.1
12/5/2025 17:19,131,11,HUB_CLJ,DEP_BV,432,12:27:00,82.8,Senin,10,47,511.7
12/1/2025 23:04,29,9,DEP_TM,DEP_GL,321.6,21:38:00,73.8,Senin,15,24.4,344
12/1/2025 15:29,65,5,DEP_CT,DEP_BV,305.4,15:19:00,69.3,Senin,74,21.4,310.8
12/2/2025 7:29,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,51.7,Senin,76,25.6,475.2
11/30/2025 10:20,45,5,DEP_AG,DEP_BV,187.3,8:48:00,80.8,Senin,10,11.8,237
12/3/2025 12:43,96,16,HUB_IASI,HUB_CLJ,297.2,13:41:00,80,Senin,10,13,329.5
12/2/2025 15:35,91,11,DEP_TM,HUB_CLJ,288.4,14:45:00,53.5,Senin,77,20.8,345.9
12/1/2025 0:17,47,7,HUB_CLJ,DEP_GL,378,19:11:00,75,Senin,17,18.3,448.2
12/3/2025 6:24,112,12,DEP_GL,DEP_BV,385,4:00:00,49.3,Senin,65,32.9,363.6
11/29/2025 15:54,8,8,DEP_CT,DEP_BV,320.3,15:14:00,63.9,Senin,80,14.7,307
12/1/2025 22:47,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,77.1,Vant,17,45,411.8
12/3/2025 21:50,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,78.8,Vant,10,49.5,428.2
12/5/2025 3:52,134,14,DEP_AG,DEP_GL,403.3,5:40:00,83.5,Senin,10,11.9,424.5
12/3/2025 5:05,124,4,DEP_CT,HUB_CLJ,312.3,6:23:00,63.5,Senin,80,17.9,346.5
12/2/2025 9:08,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,79.9,Senin,10,35.6,156.6
11/29/2025 17:57,41,1,HUB_CLJ,DEP_BV,318.6,13:25:00,81.7,Senin,10,16.1,395.7
12/1/2025 13:36,81,1,HUB_CLJ,DEP_TM,150.4,14:12:00,83,Senin,10,36.8,189.5
11/30/2025 9:32,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,80.9,Senin,10,21.5,394.9
12/8/2025 7:54,140,20,HUB_IASI,DEP_BV,385.4,7:24:00,43.4,Senin,61,19.1,391
12/2/2025 0:59,48,8,HUB_IASI,HUB_CLJ,388.9,21:09:00,78.7,Senin,8,45,411.8
12/3/2025 17:20,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,80,Senin,10,49.5,428.2
12/1/2025 9:19,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,83.3,Senin,10,14.1,448.8
11/29/2025 20:09,12,12,HUB_CLJ,DEP_CT,318.5,21:09:00,79.2,Senin,10,38,378.7
11/30/2025 21:37,47,7,HUB_CLJ,DEP_GL,378,19:11:00,80.9,Senin,10,18.3,448.2
12/1/2025 17:17,84,4,DEP_CT,HUB_BUC,342.8,14:13:00,82.8,Senin,10,23.5,429.5
11/29/2025 0:05,6,6,HUB_IASI,HUB_CLJ,284.9,0:45:00,75.2,Senin,14,22.4,270.6
11/30/2025 6:29,13,13,DEP_TM,DEP_AG,122.5,8:11:00,46.3,Senin,71,11.1,149.3
12/3/2025 20:24,111,11,DEP_AG,HUB_CLJ,229.3,18:54:00,79.7,Senin,10,28.2,227
12/3/2025 18:24,126,6,DEP_TM,DEP_CT,292.9,16:32:00,78.6,Senin,10,28.4,337.3
12/1/2025 3:05,82,2,HUB_BUC,DEP_TM,345.1,1:31:00,83.5,Senin,10,16.9,406.5
12/3/2025 16:38,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,48.5,Senin,92,49.5,428.2
12/3/2025 11:17,99,19,DEP_BV,DEP_AG,317.1,12:25:00,81.3,Senin,10,41.8,320.9
12/2/2025 19:45,92,12,DEP_BV,DEP_AG,416.4,15:59:00,81.1,Senin,10,25.4,410.3
12/3/2025 2:20,57,17,HUB_BUC,DEP_CT,291.3,1:40:00,74.2,Senin,9,38.4,289.9
12/1/2025 1:22,70,10,DEP_TM,DEP_AG,285.7,3:06:00,73.2,Senin,17,37.7,290
12/3/2025 3:34,112,12,DEP_GL,DEP_BV,385,4:00:00,76.2,Senin,10,32.9,363.6
12/3/2025 17:30,126,6,DEP_TM,DEP_CT,292.9,16:32:00,77.6,Senin,10,28.4,337.3
12/2/2025 4:24,103,3,HUB_IASI,DEP_AG,321.5,5:50:00,78.3,Senin,10,40,294.9
11/30/2025 9:56,45,5,DEP_AG,DEP_BV,187.3,8:48:00,79.1,Senin,10,11.8,237
12/2/2025 1:28,87,7,DEP_CT,HUB_CLJ,353.7,1:58:00,74,Senin,8,30.4,444
12/3/2025 13:17,96,16,HUB_IASI,HUB_CLJ,297.2,13:41:00,78.7,Senin,10,13,329.5
12/1/2025 16:07,65,5,DEP_CT,DEP_BV,305.4,15:19:00,47.5,Senin,90,21.4,310.8
12/3/2025 7:54,54,14,DEP_AG,HUB_BUC,270.7,6:52:00,43.1,Senin,89,21.8,238.7
11/28/2025 22:32,22,2,DEP_TM,HUB_IASI,137,22:32:00,75.2,Senin,16,26.4,141.7
11/29/2025 17:43,5,5,DEP_BV,HUB_BUC,375.6,14:21:00,76,Senin,10,41.1,453.7
11/28/2025 23:10,22,2,DEP_TM,HUB_IASI,137,22:32:00,79.9,Senin,17,26.4,141.7
12/1/2025 7:17,64,4,HUB_CLJ,DEP_BV,387.4,4:03:00,57.7,Senin,89,14.1,448.8
12/2/2025 6:18,86,6,DEP_BV,HUB_BUC,238.3,3:44:00,62.1,Senin,73,12.3,289.7
12/2/2025 8:20,49,9,DEP_BV,DEP_TM,311.6,8:18:00,81.9,Senin,10,29.1,391
12/1/2025 12:45,68,8,DEP_GL,DEP_AG,234.7,13:55:00,81.4,Senin,10,11.2,283
12/1/2025 15:41,84,4,DEP_CT,HUB_BUC,342.8,14:13:00,58.1,Senin,94,23.5,429.5
12/3/2025 4:57,79,19,DEP_AG,DEP_CT,413.3,3:53:00,82.2,Senin,10,15.8,391.2
12/3/2025 6:11,95,15,HUB_IASI,DEP_AG,418.4,1:57:00,49.7,Senin,64,50.6,505.2
12/1/2025 13:24,19,19,DEP_TM,HUB_BUC,364.7,9:30:00,77.2,Senin,10,27.1,426.1
12/1/2025 18:32,71,11,HUB_IASI,HUB_BUC,311,20:18:00,79.9,Senin,10,32.6,273.1
11/29/2025 11:47,41,1,HUB_CLJ,DEP_BV,318.6,13:25:00,82.3,Senin,10,16.1,395.7
12/6/2025 14:15,137,17,DEP_GL,HUB_IASI,152.7,15:19:00,66.6,Senin,70,38.2,190.1
12/3/2025 13:43,127,7,HUB_BUC,HUB_CLJ,130.8,13:27:00,79.4,Vant,10,21.9,131.7
12/2/2025 3:54,107,7,HUB_CLJ,DEP_AG,102.4,5:48:00,83.4,Senin,10,41.9,126.9
11/29/2025 17:09,4,4,HUB_IASI,DEP_GL,107.8,18:35:00,80,Senin,10,14.9,113.3
12/2/2025 8:08,49,9,DEP_BV,DEP_TM,311.6,8:18:00,81,Senin,10,29.1,391
12/3/2025 20:08,59,19,HUB_CLJ,HUB_IASI,386.2,18:32:00,77.8,Senin,10,49.5,428.2
12/6/2025 13:53,137,17,DEP_GL,HUB_IASI,152.7,15:19:00,77.1,Senin,10,38.2,190.1
12/2/2025 3:12,87,7,DEP_CT,HUB_CLJ,353.7,1:58:00,77.1,Senin,10,30.4,444
12/1/2025 23:46,85,5,DEP_GL,HUB_CLJ,379,20:06:00,73.5,Senin,11,17.1,336.8
12/3/2025 12:19,99,19,DEP_BV,DEP_AG,317.1,12:25:00,80.5,Senin,10,41.8,320.9
12/2/2025 14:36,50,10,DEP_GL,DEP_AG,360,16:34:00,60.4,Senin,89,27,342.2
12/2/2025 3:57,51,11,HUB_IASI,DEP_CT,252.5,2:21:00,81.1,Senin,10,29,277.1
12/1/2025 20:22,71,11,HUB_IASI,HUB_BUC,311,20:18:00,76.4,Senin,10,32.6,273.1
11/30/2025 7:54,61,1,DEP_GL,HUB_IASI,368.3,7:16:00,58.5,Senin,62,21.5,394.9
12/1/2025 13:02,67,7,HUB_IASI,DEP_BV,226.2,10:32:00,83.6,Senin,10,37.2,264.6
12/1/2025 19:23,84,4,DEP_CT,HUB_BUC,342.8,14:13:00,57.8,Ploaie,10,23.5,429.5
11/28/2025 9:27,2,2,HUB_BUC,DEP_BV,292.9,10:29:00,76.2,Senin,10,11.8,360.6
12/1/2025 3:57,16,16,DEP_AG,DEP_TM,282.5,4:55:00,82.1,Senin,10,39.6,293.8
11/30/2025 0:43,12,12,HUB_CLJ,DEP_CT,318.5,21:09:00,82.5,Senin,8,38,378.7
12/3/2025 17:06,122,2,DEP_BV,HUB_CLJ,155.4,19:04:00,79.4,Senin,10,27.2,166.4
12/1/2025 5:09,82,2,HUB_BUC,DEP_TM,345.1,1:31:00,39.9,Senin,70,16.9,406.5
12/2/2025 9:53,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,83.5,Senin,10,25.6,475.2
12/3/2025 12:22,55,15,HUB_IASI,DEP_GL,440.6,13:26:00,83.1,Senin,10,17.6,417.9
12/1/2025 23:36,29,9,DEP_TM,DEP_GL,321.6,21:38:00,76.4,Senin,6,24.4,344
12/5/2025 12:27,131,11,HUB_CLJ,DEP_BV,432,12:27:00,77.9,Senin,10,47,511.7
12/2/2025 5:53,40,20,HUB_BUC,DEP_GL,396.9,3:17:00,60.7,Senin,90,18.5,371.1
12/3/2025 16:30,55,15,HUB_IASI,DEP_GL,440.6,13:26:00,73.1,Senin,71,17.6,417.9
12/1/2025 14:15,65,5,DEP_CT,DEP_BV,305.4,15:19:00,52.4,Senin,74,21.4,310.8
12/2/2025 6:14,86,6,DEP_BV,HUB_BUC,238.3,3:44:00,40.9,Senin,89,12.3,289.7
12/2/2025 12:29,102,2,DEP_AG,HUB_BUC,381.7,6:37:00,83.8,Senin,10,25.6,475.2
12/3/2025 0:05,95,15,HUB_IASI,DEP_AG,418.4,1:57:00,79.6,Senin,13,50.6,505.2
12/2/2025 14:18,101,1,HUB_IASI,DEP_TM,285.8,14:40:00,49.3,Senin,92,53,354.2
11/30/2025 13:01,26,6,DEP_BV,DEP_TM,432.4,14:15:00,77.4,Senin,10,23,535.3
12/2/2025 1:04,105,5,DEP_TM,DEP_CT,419.4,1:02:00,77.6,Senin,15,30.5,467.4
12/2/2025 7:05,40,20,HUB_BUC,DEP_GL,396.9,3:17:00,55.7,Senin,65,18.5,371.1
12/2/2025 15:20,38,18,DEP_TM,DEP_AG,317.1,12:36:00,65,Senin,82,13,322.8
12/5/2025 10:08,134,14,DEP_AG,DEP_GL,403.3,5:40:00,79.8,Senin,10,11.9,424.5
12/3/2025 4:30,114,14,DEP_GL,DEP_AG,316.1,1:14:00,78.4,Ceata,10,20.9,315.2
11/29/2025 14:26,10,10,DEP_GL,DEP_CT,155.4,14:34:00,62,Senin,73,30.3,170.6
12/2/2025 9:46,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,76.4,Senin,10,35.6,156.6
11/28/2025 21:45,3,3,HUB_IASI,DEP_TM,320.3,21:17:00,79.8,Senin,10,53.2,312.5
12/1/2025 19:43,18,18,DEP_BV,DEP_TM,319.3,17:33:00,78.6,Senin,10,50.5,305.1
11/30/2025 12:19,26,6,DEP_BV,DEP_TM,432.4,14:15:00,80.8,Vant,10,23,535.3
12/1/2025 13:53,65,5,DEP_CT,DEP_BV,305.4,15:19:00,81,Senin,10,21.4,310.8
11/30/2025 21:01,47,7,HUB_CLJ,DEP_GL,378,19:11:00,83.1,Senin,10,18.3,448.2
11/29/2025 14:57,23,3,DEP_TM,HUB_BUC,384.3,12:27:00,64.1,Senin,91,25.4,443.6
12/2/2025 16:29,92,12,DEP_BV,DEP_AG,416.4,15:59:00,52,Senin,77,25.4,410.3
12/1/2025 16:45,18,18,DEP_BV,DEP_TM,319.3,17:33:00,67.4,Senin,79,50.5,305.1
12/3/2025 4:02,114,14,DEP_GL,DEP_AG,316.1,1:14:00,82.1,Senin,10,20.9,315.2
12/3/2025 9:17,80,20,DEP_BV,DEP_TM,426.5,5:57:00,82.6,Senin,10,40.6,437.8
12/2/2025 10:50,109,9,HUB_IASI,DEP_BV,128.3,10:52:00,83.1,Senin,10,35.6,156.6
12/3/2025 13:38,98,18,DEP_TM,DEP_AG,119.1,13:38:00,80.3,Senin,10,14.4,129.3
12/3/2025 0:48,114,14,DEP_GL,DEP_AG,316.1,1:14:00,79,Senin,15,20.9,315.2
12/2/2025 9:56,49,9,DEP_BV,DEP_TM,311.6,8:18:00,79.7,Ceata,10,29.1,391
